leg,veh_out_total,p_exit_global
0,86467.0,0.15521817374016614
1,187821.0,0.3371602184654463
4,0.0,0.0
5,26835.5,0.04817279773097515
6,113366.0,0.20350496124796366
9,0.0,0.0
10,116131.0,0.20846845310487508
11,26447.0,0.04747539571057367
